region,listing_no,listing_title,point_name,point_type,latitude,longitude,os_grid_ref,access_notes,description,category
Central Scotland,9,Iona,Fingal's Cave,nearby_feature,56.4314,-6.3416,NM324350,,"Its shoreline is peppered with caves composed of these magical-looking columns, the most famous of which is Fingal's Cave where the Irish hero and giant Fingal is thought to have sheltered.",caves
Central Scotland,10,"Lochan Uaine Fairy Loch, Inverbeg",Lochan Uaine Fairy Loch,main,56.1579,-4.6767,NS338993,Secret / Secluded; No Paths 200m,"Up on the hillside, above the main road that skirts Loch Lomond, lies a hidden fairy loch with deep greenish-blue water – a colour said to have been created by the fairies dying their clothes. The loch is entirely surrounded by lush green forest and also has a small 'fairy' cave by its banks that can be sheltered in. No paths lead to the loch, the only way to find it is to park by the A82 and then walk up through the forest.",natural water features
Central Scotland,11,Mingary Castle,Mingary Castle,main,56.6928,-6.0802,NM502631,Private,"Perched on the shore of Loch Sunart where it flows into the Sound of Mull, Mingary Castle is a medieval keep that once contained a cup reputedly stolen from the fairies. The butler boy from Mingary Castle entered a nearby fairy mound one day and saw the fairies drinking from a magical cup that would instantly fill with any liquid requested. After being passed the cup, he asked it to be filled with water which he then threw over the candles, plunging the room into darkness. He fled with the cup but only managed to escape the fairies by running to the shore and up the back steps of Mingary Castle. The steps, which were added to the castle in the late 16th century, are still there and can be accessed from the shore, but the castle itself is now only open for private rentals and functions. A sea monster with two humps and flippers was spotted from Mingary Pier in 1965 and legends of a water monster are also associated with nearby Loch Shiel.",other
Central Scotland,12,"St Blane's Monastery, Bute",St Blane's Monastery,main,55.7368,-5.0368,NS094534,,"Located near the remote and rugged southern tip of the Isle of Bute, the ruins of this ancient Celtic monastery lie within a circular enclosure of ancient stonework. The monastery was one of the earliest in Britain and still contains the foundations of ancient monks' cells. It was founded in the 6th century by St Blane, a monk born on Bute who travelled Scotland converting the Picts to Christianity and performing miracles. A circular stone enclosure within the monastery has an uncanny reputation and is known as the Devil's Cauldron. It once contained a magical old pine tree, a sprig of which placed under the pillow at night was said to induce prophetic dreams. Within the monastery is also an old stone well with water that was reputed to cure sterility. It was also known as a fairy well but it is now unfortunately covered by an iron grille. St Blane's Monastery in its secluded location evokes the ancient past when Celtic saints walked a land still filled with magic and mystery.",sacred buildings
Central Scotland,12,"St Blane's Monastery, Bute",Devil's Cauldron,nearby_feature,55.7375,-5.0370,NS094535,,A circular stone enclosure within the monastery has an uncanny reputation and is known as the Devil's Cauldron.,other
Central Scotland,12,"St Blane's Monastery, Bute",Trailhead Parking,trailhead,55.7334,-5.0390,NS092530,500m,Trailhead / parking for St Blane's Monastery (500m).,sacred buildings
Central Scotland,13,"St Columba's Well, Southend",St Columba's Well,main,55.3082,-5.6682,NR673076,,"Near the very tip of the remote Kintyre peninsula the holy well of St Columba is located at Kiel Point where the saint made landfall after crossing from Ireland, which lies just 30km offshore. When Columba stepped onto Scottish land he is said to have left the imprints of his feet on the rock, and these can still be seen just a few metres away from his well. The well itself lies under a rocky overhang in the dark cliff face and is full of offerings of coins and shells. Further north, by Campbeltown Loch, at a secret Cave Shrine on Davaar Island there is an image of the crucifixion painted onto the cave wall. The loch itself was the site of an encounter with a dragon that was said to live on Kildaloig Hill to the south. A brave man taunted the troublesome dragon which then chased him across the loch and into a barn that had been filled with hay. Escaping out of the back door the man set the barn alight and the dragon was killed.",wells
Central Scotland,13,"St Columba's Well, Southend",Cave Shrine,nearby_feature,55.4216,-5.5428,NR758198,low tide only,"Further north, by Campbeltown Loch, at a secret Cave Shrine on Davaar Island there is an image of the crucifixion painted onto the cave wall.",caves
Central Scotland,13,"St Columba's Well, Southend",Trailhead Parking,trailhead,55.4169,-5.5638,NR745194,2km,Trailhead / parking for Cave Shrine (2km).,wells
Central Scotland,13,"St Columba's Well, Southend",Trailhead Parking,trailhead,55.3083,-5.6719,NR670077,200m,Trailhead / parking for St Columba's Well (200m).,wells
Central Scotland,14,"Alcluid, The Rock of Dumbarton",Alcluid,main,55.9360,-4.5629,NS400744,£,"This massive outcrop of volcanic rock guarding the entrance to the river Clyde was an impregnable fortress and the Dark Ages capital of the kingdom of Strathclyde where Brythonic (Welsh) speaking people held out against invasions by Scots-Gaels, Picts, Angles and rival British kingdoms for hundreds of years. They finally succumbed to a Viking invasion in the 9th century after a four-month siege by 200 ships. The fortress was known as Alcluid to the native Britons and Alt Clut, 'Rock of the Clyde' to the Scots-Gaels, who also called it Dun Breatainn, 'The Fort of the Britons'. It was ruled by many kings over the centuries, notably Dyfnwal Hen 'The Old', Tudwal ap Clinog, Clinog Etin, Rhydderch Hael and Gwyddno Garanhir 'Crane Legs'. Many of these characters feature in the folklore of Wales and Lowland Scotland with Tudwal, Clinog, Rhydderch and Gwyddno each possessing one of the Thirteen Treasures of Britain that were later collected by Merlin (see Bardsey Island). Gwyddno is also said to be king of the sunken lands of the Cantre'r Gwaelod (see Sarn Cynfelin) while Rhydderch features heavily in the stories of both Myrddin Wylt, the Scottish Merlin (see Hart Fell Spa) and St Kentigern (see Traprain Law). Rhydderch was reputedly married to Merlin's sister Languoreth (or Gwenddydd), and Merlin stayed at Alcluid on several occasions. One famous incident occurred when Rhydderch accused Languoreth of being unfaithful. He had one of his servants steal her wedding ring from her lover and toss it into the Clyde and then asked her to produce it to confirm her faithfulness. In desperation she asked St Kentigern for help and he miraculously caught a fish in the Clyde, cut it open and produced the ring. The ring and the fish now feature on the coat of arms for Glasgow. One legend tells how the twin peaks of Dumbarton Rock were created by the Devil when he dug the stone out of Dumbuck Hill and threw it after St Patrick when he departed for Ireland. Nowadays it is owned by Historic Scotland and most of the visible fortifications date from the 18th century; the only trace of the earlier fortress is the steep imposing rocks themselves. However, many sculptures from the Dark Ages period of Alcluid can be found in Govan Church including Norse hogback tombs, Pictish stones, and the sarcophagus of St Constantine. Govan is one of the earliest Christian sites in the whole of Scotland, dating back to the Roman era.",hillforts
Central Scotland,14,"Alcluid, The Rock of Dumbarton",Govan Church,nearby_feature,55.8646,-4.3130,NS553659,restricted opening times,"However, many sculptures from the Dark Ages period of Alcluid can be found in Govan Church including Norse hogback tombs, Pictish stones, and the sarcophagus of St Constantine.",sacred buildings
Central Scotland,15,"Doon Hill, Aberfoyle",Doon Hill,main,56.1711,-4.3768,NN525001,,"In the 17th century a minister from Aberfoyle, the Reverend Robert Kirk, went about his parish collecting information about fairies and other supernatural beings from local people and those with second sight. His research was compiled into a manuscript entitled The Secret Commonwealth of Elves, Fauns and Fairies, finally published in 1815 at the behest of Sir Walter Scott. In it, he describes the fairies as ethereal beings 'somewhat of the nature of condensed cloud and best seen in twilight'. Although they dressed and spoke like human people and performed human activities like dancing, feasting, and crafting, they could pass through small cracks or holes in the ground as if they were made of air. They feasted upon the 'foison' or life force of food and they lived in mounds from which they would travel on the nights of Beltane and Samhain. Robert Kirk used to take walks on nearby Doon Hill and he reputedly met with the fairies there. One day his lifeless body was found on the hill, but people said this was a simulacrum created by the fairies and that they had abducted the real Robert Kirk for revealing fairy secrets. A footpath known as the Doon Hill Fairy Trail now winds about the hill, passing through an enchanted forest that covers a hillside studded with unusual 'fairy mounds'. The summit is crowned by a natural fortress that looks like a fairy fort and at the centre of a clearing is a large pine tree often covered with ribbons and other brightly coloured offerings. This central tree is seen as an entrance to the Otherworld and the place where Robert Kirk disappeared and indeed still may be trapped. Before serving at Aberfoyle Robert Kirk was a minister at Balquhidder Church and at the back of the graveyard there is a mound where the fairies used to dance. Also in the churchyard is the grave of the famous Scottish hero Rob Roy. Aberfoyle sits by the gateway to the Scottish Highlands, with the Trossachs and Loch Katrine a little further north. On the left-hand shore of the loch, not far from the Trossachs, lies the remote Coire na Uruisgean, 'The Dell of the Urisks', a gathering place for these fairy-like and forlorn, goat-legged creatures. Fairies of a different kind can be found at Bogle Knowe a mound located in woodland by the shores of the Lake of Menteith, east of Aberfoyle. The fairies here, presumably boggles, haunted the Earl of Menteith and constantly asked him for work. He tasked them with building a rope from sand, which created the peninsula of Arnmach jutting out into the lake.",hills
